Name,Symbol,Side,Status,Filled,Total Qty,Price,Avg Price,Time-in-Force,Placed Time,Filled Time
QQQ 04/10/2023 00:00:00 EDT Put $316.00,QQQ230410P00316000,Sell,Filled,1,1,1.15,1.15,DAY,04/06/2023 15:26:49 EDT,04/06/2023 15:26:49 EDT
SPY 04/10/2023 00:00:00 EDT Put $407.00,SPY230410P00407000,Sell,Filled,1,1,1.31,1.31,DAY,04/06/2023 15:26:35 EDT,04/06/2023 15:26:35 EDT
QQQ 04/10/2023 00:00:00 EDT Put $316.00,QQQ230410P00316000,Sell,Filled,1,1,1.15,1.15,DAY,04/06/2023 15:25:51 EDT,04/06/2023 15:25:51 EDT
QQQ 04/10/2023 00:00:00 EDT Put $316.00,QQQ230410P00316000,Sell,Filled,1,1,1.25,1.25,DAY,04/06/2023 15:21:07 EDT,04/06/2023 15:21:07 EDT
SPY 04/10/2023 00:00:00 EDT Put $407.00,SPY230410P00407000,Sell,Filled,1,1,1.35,1.35,DAY,04/06/2023 15:21:00 EDT,04/06/2023 15:21:00 EDT
QQQ 04/10/2023 00:00:00 EDT Put $316.00,QQQ230410P00316000,Sell,Filled,1,1,1.31,1.31,DAY,04/06/2023 15:19:16 EDT,04/06/2023 15:19:16 EDT
QQQ 04/10/2023 00:00:00 EDT Put $316.00,QQQ230410P00316000,Sell,Filled,1,1,1.27,1.27,DAY,04/06/2023 15:18:02 EDT,04/06/2023 15:18:02 EDT
SPY 04/10/2023 00:00:00 EDT Put $407.00,SPY230410P00407000,Sell,Filled,1,1,1.36,1.36,DAY,04/06/2023 15:17:03 EDT,04/06/2023 15:17:03 EDT
QQQ 04/10/2023 00:00:00 EDT Put $316.00,QQQ230410P00316000,Sell,Filled,1,1,1.27,1.27,DAY,04/06/2023 15:15:46 EDT,04/06/2023 15:15:46 EDT
SPY 04/10/2023 00:00:00 EDT Put $407.00,SPY230410P00407000,Sell,Filled,1,1,1.32,1.32,DAY,04/06/2023 15:12:02 EDT,04/06/2023 15:12:02 EDT
SPY 04/10/2023 00:00:00 EDT Put $407.00,SPY230410P00407000,Sell,Cancelled,0,4,@1.74,,DAY,04/06/2023 15:07:51 EDT,
SPY 04/10/2023 00:00:00 EDT Put $407.00,SPY230410P00407000,Sell,Cancelled,0,4,1.14,,DAY,04/06/2023 15:07:51 EDT,
SPY 04/10/2023 00:00:00 EDT Put $407.00,SPY230410P00407000,Buy,Filled,4,4,@1.24,1.24,DAY,04/06/2023 15:07:51 EDT,04/06/2023 15:07:51 EDT
QQQ 04/10/2023 00:00:00 EDT Put $316.00,QQQ230410P00316000,Sell,Cancelled,0,4,@1.71,,DAY,04/06/2023 15:06:23 EDT,
QQQ 04/10/2023 00:00:00 EDT Put $316.00,QQQ230410P00316000,Sell,Cancelled,0,4,1.17,,DAY,04/06/2023 15:06:23 EDT,
QQQ 04/10/2023 00:00:00 EDT Put $316.00,QQQ230410P00316000,Buy,Filled,4,4,@1.22,1.22,DAY,04/06/2023 15:06:23 EDT,04/06/2023 15:06:24 EDT
QQQ 04/10/2023 00:00:00 EDT Put $316.00,QQQ230410P00316000,Sell,Cancelled,0,2,@1.57,,DAY,04/06/2023 15:02:04 EDT,
QQQ 04/10/2023 00:00:00 EDT Put $316.00,QQQ230410P00316000,Sell,Cancelled,0,2,1.17,,DAY,04/06/2023 15:02:04 EDT,
QQQ 04/10/2023 00:00:00 EDT Put $316.00,QQQ230410P00316000,Buy,Filled,2,2,@1.21,1.21,DAY,04/06/2023 15:02:04 EDT,04/06/2023 15:02:05 EDT
QQQ 04/10/2023 00:00:00 EDT Put $316.00,QQQ230410P00316000,Sell,Cancelled,0,2,@1.56,,DAY,04/06/2023 15:01:40 EDT,
QQQ 04/10/2023 00:00:00 EDT Put $316.00,QQQ230410P00316000,Sell,Cancelled,0,2,0.900,,DAY,04/06/2023 15:01:40 EDT,
QQQ 04/10/2023 00:00:00 EDT Put $316.00,QQQ230410P00316000,Buy,Cancelled,0,2,@1.21,,DAY,04/06/2023 15:01:40 EDT,
QQQ 04/06/2023 00:00:00 EDT Put $319.00,QQQ230406P00319000,Sell,Filled,1,1,1.05,1.05,DAY,04/06/2023 14:58:50 EDT,04/06/2023 14:58:50 EDT
QQQ 04/06/2023 00:00:00 EDT Put $319.00,QQQ230406P00319000,Sell,Filled,1,1,1.06,1.06,DAY,04/06/2023 14:58:09 EDT,04/06/2023 14:58:09 EDT
QQQ 04/06/2023 00:00:00 EDT Put $319.00,QQQ230406P00319000,Sell,Filled,1,1,1.03,1.03,DAY,04/06/2023 14:57:41 EDT,04/06/2023 14:57:41 EDT
QQQ 04/06/2023 00:00:00 EDT Put $319.00,QQQ230406P00319000,Sell,Filled,1,1,1.02,1.02,DAY,04/06/2023 14:57:14 EDT,04/06/2023 14:57:15 EDT
QQQ 04/10/2023 00:00:00 EDT Put $316.00,QQQ230410P00316000,Sell,Cancelled,0,2,@1.66,,DAY,04/06/2023 14:57:08 EDT,
QQQ 04/10/2023 00:00:00 EDT Put $316.00,QQQ230410P00316000,Sell,Filled,2,2,@1.19,1.19,DAY,04/06/2023 14:57:08 EDT,04/06/2023 15:05:47 EDT
QQQ 04/10/2023 00:00:00 EDT Put $316.00,QQQ230410P00316000,Buy,Filled,2,2,@1.28,1.28,DAY,04/06/2023 14:57:08 EDT,04/06/2023 14:57:08 EDT
QQQ 04/10/2023 00:00:00 EDT Put $316.00,QQQ230410P00316000,Sell,Cancelled,0,2,@1.66,,DAY,04/06/2023 14:57:06 EDT,
QQQ 04/10/2023 00:00:00 EDT Put $316.00,QQQ230410P00316000,Sell,Filled,2,2,@1.19,1.19,DAY,04/06/2023 14:57:06 EDT,04/06/2023 15:05:47 EDT
QQQ 04/10/2023 00:00:00 EDT Put $316.00,QQQ230410P00316000,Buy,Filled,2,2,@1.28,1.28,DAY,04/06/2023 14:57:06 EDT,04/06/2023 14:57:06 EDT
QQQ 04/06/2023 00:00:00 EDT Put $319.00,QQQ230406P00319000,Sell,Filled,1,1,0.850,0.850,DAY,04/06/2023 14:56:18 EDT,04/06/2023 14:56:18 EDT
QQQ 04/06/2023 00:00:00 EDT Put $319.00,QQQ230406P00319000,Sell,Cancelled,0,2,@1.16,,DAY,04/06/2023 14:45:21 EDT,
QQQ 04/06/2023 00:00:00 EDT Put $319.00,QQQ230406P00319000,Sell,Cancelled,0,2,0.660,,DAY,04/06/2023 14:45:21 EDT,
QQQ 04/06/2023 00:00:00 EDT Put $319.00,QQQ230406P00319000,Buy,Filled,2,2,@0.890,0.890,DAY,04/06/2023 14:45:21 EDT,04/06/2023 14:45:21 EDT
QQQ 04/06/2023 00:00:00 EDT Put $319.00,QQQ230406P00319000,Sell,Filled,1,1,0.900,0.900,DAY,04/06/2023 14:39:45 EDT,04/06/2023 14:39:46 EDT
QQQ 04/06/2023 00:00:00 EDT Put $319.00,QQQ230406P00319000,Sell,Cancelled,0,4,@1.18,,DAY,04/06/2023 14:34:27 EDT,
QQQ 04/06/2023 00:00:00 EDT Put $319.00,QQQ230406P00319000,Sell,Cancelled,0,4,0.670,,DAY,04/06/2023 14:34:27 EDT,
QQQ 04/06/2023 00:00:00 EDT Put $319.00,QQQ230406P00319000,Buy,Filled,4,4,@0.840,0.840,DAY,04/06/2023 14:34:27 EDT,04/06/2023 14:34:28 EDT
SPY 04/10/2023 00:00:00 EDT Put $404.00,SPY230410P00404000,Sell,Filled,1,1,0.450,0.450,DAY,04/06/2023 14:33:22 EDT,04/06/2023 14:33:23 EDT
SPY 04/10/2023 00:00:00 EDT Put $404.00,SPY230410P00404000,Sell,Cancelled,0,1,@0.460,,DAY,04/06/2023 14:33:18 EDT,
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Sell,Filled,1,1,0.490,0.490,DAY,04/06/2023 14:30:32 EDT,04/06/2023 14:30:32 EDT
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Sell,Filled,2,2,0.480,0.480,DAY,04/06/2023 14:30:24 EDT,04/06/2023 14:30:24 EDT
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Sell,Filled,2,2,0.480,0.480,DAY,04/06/2023 14:30:24 EDT,04/06/2023 14:30:24 EDT
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Sell,Filled,2,2,0.480,0.480,DAY,04/06/2023 14:30:24 EDT,04/06/2023 14:30:24 EDT
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Sell,Filled,2,2,0.480,0.480,DAY,04/06/2023 14:30:23 EDT,04/06/2023 14:30:23 EDT
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Sell,Cancelled,0,4,@0.770,,DAY,04/06/2023 14:21:04 EDT,
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Sell,Cancelled,0,4,0.330,,DAY,04/06/2023 14:21:04 EDT,
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Buy,Filled,4,4,@0.550,0.550,DAY,04/06/2023 14:21:04 EDT,04/06/2023 14:21:04 EDT
SPY 04/10/2023 00:00:00 EDT Put $404.00,SPY230410P00404000,Sell,Cancelled,0,4,@0.740,,DAY,04/06/2023 14:17:07 EDT,
SPY 04/10/2023 00:00:00 EDT Put $404.00,SPY230410P00404000,Sell,Filled,4,4,@0.450,0.450,DAY,04/06/2023 14:17:07 EDT,04/06/2023 14:33:09 EDT
SPY 04/10/2023 00:00:00 EDT Put $404.00,SPY230410P00404000,Buy,Filled,4,4,@0.530,0.530,DAY,04/06/2023 14:17:07 EDT,04/06/2023 14:17:07 EDT
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Sell,Cancelled,0,4,@0.740,,DAY,04/06/2023 14:17:00 EDT,
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Sell,Cancelled,0,4,0.320,,DAY,04/06/2023 14:17:00 EDT,
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Buy,Filled,4,4,@0.530,0.530,DAY,04/06/2023 14:17:00 EDT,04/06/2023 14:17:00 EDT
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Sell,Cancelled,0,4,@0.730,,DAY,04/06/2023 14:16:50 EDT,
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Sell,Cancelled,0,4,0.310,,DAY,04/06/2023 14:16:50 EDT,
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Buy,Cancelled,1,4,@0.520,0.520,DAY,04/06/2023 14:16:50 EDT,04/06/2023 14:16:50 EDT
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Sell,Cancelled,0,4,@0.780,,DAY,04/06/2023 14:09:45 EDT,
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Sell,Filled,4,4,@0.510,0.510,DAY,04/06/2023 14:09:45 EDT,04/06/2023 14:15:10 EDT
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Buy,Filled,4,4,@0.560,0.560,DAY,04/06/2023 14:09:45 EDT,04/06/2023 14:09:45 EDT
SPY 04/10/2023 00:00:00 EDT Put $404.00,SPY230410P00404000,Sell,Cancelled,0,1,@0.820,,DAY,04/06/2023 14:03:40 EDT,
SPY 04/10/2023 00:00:00 EDT Put $404.00,SPY230410P00404000,Sell,Filled,1,1,@0.490,0.490,DAY,04/06/2023 14:03:40 EDT,04/06/2023 14:28:01 EDT
SPY 04/10/2023 00:00:00 EDT Put $404.00,SPY230410P00404000,Buy,Filled,1,1,@0.610,0.610,DAY,04/06/2023 14:03:40 EDT,04/06/2023 14:03:40 EDT
SPY 04/10/2023 00:00:00 EDT Put $404.00,SPY230410P00404000,Sell,Cancelled,0,2,@0.850,,DAY,04/06/2023 13:57:10 EDT,
SPY 04/10/2023 00:00:00 EDT Put $404.00,SPY230410P00404000,Sell,Filled,2,2,@0.450,0.450,DAY,04/06/2023 13:57:10 EDT,04/06/2023 14:33:10 EDT
SPY 04/10/2023 00:00:00 EDT Put $404.00,SPY230410P00404000,Buy,Filled,2,2,@0.650,0.650,DAY,04/06/2023 13:57:10 EDT,04/06/2023 13:57:10 EDT
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Sell,Cancelled,0,2,@0.790,,DAY,04/06/2023 13:54:50 EDT,
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Sell,Filled,2,2,@0.510,0.510,DAY,04/06/2023 13:54:50 EDT,04/06/2023 14:15:10 EDT
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Buy,Filled,2,2,@0.610,0.610,DAY,04/06/2023 13:54:50 EDT,04/06/2023 13:54:50 EDT
SPY 04/10/2023 00:00:00 EDT Put $404.00,SPY230410P00404000,Sell,Filled,1,1,0.640,0.640,DAY,04/06/2023 13:48:06 EDT,04/06/2023 13:48:06 EDT
SPY 04/10/2023 00:00:00 EDT Put $404.00,SPY230410P00404000,Sell,Filled,1,1,0.640,0.640,DAY,04/06/2023 13:42:46 EDT,04/06/2023 13:42:46 EDT
SPY 04/10/2023 00:00:00 EDT Put $404.00,SPY230410P00404000,Sell,Filled,1,1,0.620,0.620,DAY,04/06/2023 13:41:43 EDT,04/06/2023 13:41:43 EDT
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Sell,Cancelled,0,3,@0.900,,GTC,04/06/2023 13:40:13 EDT,
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Sell,Filled,3,3,@0.510,0.510,GTC,04/06/2023 13:40:13 EDT,04/06/2023 14:15:10 EDT
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Sell,Filled,1,1,0.700,0.700,DAY,04/06/2023 13:34:27 EDT,04/06/2023 13:34:27 EDT
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Sell,Cancelled,0,4,@0.940,,DAY,04/06/2023 13:25:02 EDT,
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Sell,Filled,4,4,@0.510,0.510,DAY,04/06/2023 13:25:02 EDT,04/06/2023 14:15:10 EDT
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Buy,Filled,4,4,@0.670,0.670,DAY,04/06/2023 13:25:02 EDT,04/06/2023 13:25:02 EDT
SPY 04/10/2023 00:00:00 EDT Put $404.00,SPY230410P00404000,Sell,Cancelled,0,4,@0.830,,DAY,04/06/2023 13:24:43 EDT,
SPY 04/10/2023 00:00:00 EDT Put $404.00,SPY230410P00404000,Sell,Cancelled,0,4,0.540,,DAY,04/06/2023 13:24:43 EDT,
SPY 04/10/2023 00:00:00 EDT Put $404.00,SPY230410P00404000,Buy,Filled,4,4,@0.590,0.590,DAY,04/06/2023 13:24:43 EDT,04/06/2023 13:24:43 EDT
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Sell,Cancelled,0,4,@0.940,,DAY,04/06/2023 13:23:41 EDT,
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Sell,Cancelled,0,4,0.590,,DAY,04/06/2023 13:23:41 EDT,
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Buy,Filled,4,4,@0.670,0.670,DAY,04/06/2023 13:23:41 EDT,04/06/2023 13:23:41 EDT
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Sell,Cancelled,0,3,@0.900,,GTC,04/06/2023 13:18:21 EDT,
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Sell,Filled,3,3,@0.640,0.640,GTC,04/06/2023 13:18:21 EDT,04/06/2023 13:22:29 EDT
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Sell,Cancelled,0,1,@0.940,,DAY,04/06/2023 13:17:19 EDT,
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Sell,Filled,1,1,@0.650,0.650,DAY,04/06/2023 13:17:19 EDT,04/06/2023 13:22:15 EDT
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Buy,Filled,1,1,@0.690,0.690,DAY,04/06/2023 13:17:19 EDT,04/06/2023 13:17:19 EDT
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Sell,Cancelled,0,1,@1.00,,DAY,04/06/2023 13:09:30 EDT,
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Sell,Filled,1,1,@0.650,0.650,DAY,04/06/2023 13:09:30 EDT,04/06/2023 13:22:15 EDT
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Buy,Filled,1,1,@0.740,0.740,DAY,04/06/2023 13:09:30 EDT,04/06/2023 13:09:30 EDT
SPY 04/10/2023 00:00:00 EDT Put $404.00,SPY230410P00404000,Sell,Cancelled,0,1,@0.930,,DAY,04/06/2023 13:04:32 EDT,
SPY 04/10/2023 00:00:00 EDT Put $404.00,SPY230410P00404000,Sell,Filled,1,1,@0.570,0.570,DAY,04/06/2023 13:04:32 EDT,04/06/2023 13:22:42 EDT
SPY 04/10/2023 00:00:00 EDT Put $404.00,SPY230410P00404000,Buy,Filled,1,1,@0.690,0.690,DAY,04/06/2023 13:04:32 EDT,04/06/2023 13:04:33 EDT
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Sell,Filled,1,1,0.820,0.820,DAY,04/06/2023 13:01:24 EDT,04/06/2023 13:01:24 EDT
SPY 04/10/2023 00:00:00 EDT Put $404.00,SPY230410P00404000,Sell,Filled,1,1,0.720,0.720,DAY,04/06/2023 13:00:41 EDT,04/06/2023 13:00:42 EDT
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Sell,Cancelled,0,2,@1.05,,DAY,04/06/2023 12:57:25 EDT,
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Sell,Filled,2,2,@0.650,0.650,DAY,04/06/2023 12:57:25 EDT,04/06/2023 13:22:15 EDT
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Buy,Filled,2,2,@0.810,0.810,DAY,04/06/2023 12:57:25 EDT,04/06/2023 12:57:25 EDT
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Sell,Cancelled,0,2,@1.03,,DAY,04/06/2023 12:57:03 EDT,
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Sell,Cancelled,0,2,0.590,,DAY,04/06/2023 12:57:03 EDT,
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Buy,Filled,2,2,@0.790,0.790,DAY,04/06/2023 12:57:03 EDT,04/06/2023 12:57:04 EDT
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Sell,Cancelled,0,1,@1.00,,DAY,04/06/2023 12:54:06 EDT,
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Sell,Cancelled,0,1,0.650,,DAY,04/06/2023 12:54:06 EDT,
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Buy,Filled,1,1,@0.740,0.740,DAY,04/06/2023 12:54:06 EDT,04/06/2023 12:54:06 EDT
SPY 04/10/2023 00:00:00 EDT Put $404.00,SPY230410P00404000,Sell,Cancelled,0,1,@0.880,,DAY,04/06/2023 12:48:30 EDT,
SPY 04/10/2023 00:00:00 EDT Put $404.00,SPY230410P00404000,Sell,Cancelled,0,1,0.580,,DAY,04/06/2023 12:48:30 EDT,
SPY 04/10/2023 00:00:00 EDT Put $404.00,SPY230410P00404000,Buy,Filled,1,1,@0.650,0.650,DAY,04/06/2023 12:48:30 EDT,04/06/2023 12:48:30 EDT
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Sell,Cancelled,0,1,@1.00,,DAY,04/06/2023 12:39:12 EDT,
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Sell,Cancelled,0,1,0.650,,DAY,04/06/2023 12:39:12 EDT,
QQQ 04/10/2023 00:00:00 EDT Put $313.00,QQQ230410P00313000,Buy,Filled,1,1,@0.740,0.740,DAY,04/06/2023 12:39:12 EDT,04/06/2023 12:39:12 EDT
SPY 04/10/2023 00:00:00 EDT Put $404.00,SPY230410P00404000,Sell,Cancelled,0,1,@0.930,,DAY,04/06/2023 12:34:46 EDT,
SPY 04/10/2023 00:00:00 EDT Put $404.00,SPY230410P00404000,Sell,Filled,1,1,@0.580,0.580,DAY,04/06/2023 12:34:46 EDT,04/06/2023 13:22:42 EDT
SPY 04/10/2023 00:00:00 EDT Put $404.00,SPY230410P00404000,Buy,Filled,1,1,@0.690,0.690,DAY,04/06/2023 12:34:46 EDT,04/06/2023 12:34:46 EDT
SPY 04/10/2023 00:00:00 EDT Call $410.00,SPY230410C00410000,Sell,Filled,1,1,1.58,1.58,DAY,04/06/2023 12:01:34 EDT,04/06/2023 12:01:35 EDT
SPY 04/10/2023 00:00:00 EDT Call $410.00,SPY230410C00410000,Sell,Filled,1,1,1.32,1.32,DAY,04/06/2023 11:47:20 EDT,04/06/2023 11:47:21 EDT
COIN 05/19/2023 00:00:00 EDT Put $35.00,COIN230519P00035000,Sell,Filled,1,1,1.03,1.03,DAY,04/06/2023 11:42:39 EDT,04/06/2023 11:42:39 EDT
SPY 04/10/2023 00:00:00 EDT Call $410.00,SPY230410C00410000,Sell,Filled,1,1,1.25,1.25,DAY,04/06/2023 11:41:09 EDT,04/06/2023 11:41:09 EDT
SPY 04/10/2023 00:00:00 EDT Call $410.00,SPY230410C00410000,Sell,Filled,1,1,1.21,1.21,DAY,04/06/2023 11:37:42 EDT,04/06/2023 11:37:42 EDT
QQQ 04/06/2023 00:00:00 EDT Call $316.00,QQQ230406C00316000,Sell,Cancelled,0,3,@0.330,,GTC,04/06/2023 11:26:16 EDT,
QQQ 04/06/2023 00:00:00 EDT Call $316.00,QQQ230406C00316000,Sell,Cancelled,0,3,0.230,,GTC,04/06/2023 11:26:16 EDT,
QQQ 04/06/2023 00:00:00 EDT Call $316.00,QQQ230406C00316000,Buy,Cancelled,0,3,@0.270,,GTC,04/06/2023 11:26:16 EDT,
SPY 04/10/2023 00:00:00 EDT Call $410.00,SPY230410C00410000,Sell,Cancelled,0,2,@1.46,,DAY,04/06/2023 11:12:19 EDT,
SPY 04/10/2023 00:00:00 EDT Call $410.00,SPY230410C00410000,Sell,Cancelled,0,2,0.840,,DAY,04/06/2023 11:12:19 EDT,
SPY 04/10/2023 00:00:00 EDT Call $410.00,SPY230410C00410000,Buy,Filled,2,2,@1.12,1.12,DAY,04/06/2023 11:12:19 EDT,04/06/2023 11:12:20 EDT
SPY 04/10/2023 00:00:00 EDT Call $410.00,SPY230410C00410000,Sell,Cancelled,0,2,@1.46,,DAY,04/06/2023 11:09:04 EDT,
SPY 04/10/2023 00:00:00 EDT Call $410.00,SPY230410C00410000,Sell,Cancelled,0,2,0.840,,DAY,04/06/2023 11:09:04 EDT,
SPY 04/10/2023 00:00:00 EDT Call $410.00,SPY230410C00410000,Buy,Filled,2,2,@1.12,1.12,DAY,04/06/2023 11:09:04 EDT,04/06/2023 11:09:04 EDT
SPY 04/06/2023 00:00:00 EDT Call $407.00,SPY230406C00407000,Sell,Cancelled,0,4,@1.22,,DAY,04/06/2023 11:08:17 EDT,
SPY 04/06/2023 00:00:00 EDT Call $407.00,SPY230406C00407000,Sell,Filled,4,4,@0.830,0.830,DAY,04/06/2023 11:08:17 EDT,04/06/2023 11:08:26 EDT
SPY 04/06/2023 00:00:00 EDT Call $407.00,SPY230406C00407000,Buy,Filled,4,4,@0.870,0.870,DAY,04/06/2023 11:08:17 EDT,04/06/2023 11:08:17 EDT
SPY 04/10/2023 00:00:00 EDT Put $402.00,SPY230410P00402000,Sell,Cancelled,0,4,@1.08,,DAY,04/06/2023 11:02:59 EDT,
SPY 04/10/2023 00:00:00 EDT Put $402.00,SPY230410P00402000,Sell,Filled,4,4,@0.710,0.710,DAY,04/06/2023 11:02:59 EDT,04/06/2023 11:05:51 EDT
SPY 04/10/2023 00:00:00 EDT Put $402.00,SPY230410P00402000,Buy,Filled,4,4,@0.770,0.770,DAY,04/06/2023 11:02:59 EDT,04/06/2023 11:03:00 EDT
SPY 04/10/2023 00:00:00 EDT Put $402.00,SPY230410P00402000,Sell,Cancelled,0,2,@1.10,,DAY,04/06/2023 11:00:33 EDT,
SPY 04/10/2023 00:00:00 EDT Put $402.00,SPY230410P00402000,Sell,Filled,2,2,@0.780,0.780,DAY,04/06/2023 11:00:33 EDT,04/06/2023 11:01:44 EDT
SPY 04/10/2023 00:00:00 EDT Put $402.00,SPY230410P00402000,Buy,Filled,2,2,@0.850,0.850,DAY,04/06/2023 11:00:33 EDT,04/06/2023 11:00:33 EDT
SPY 04/10/2023 00:00:00 EDT Put $402.00,SPY230410P00402000,Sell,Cancelled,0,2,@1.16,,DAY,04/06/2023 10:56:29 EDT,
SPY 04/10/2023 00:00:00 EDT Put $402.00,SPY230410P00402000,Sell,Filled,2,2,@0.780,0.780,DAY,04/06/2023 10:56:29 EDT,04/06/2023 11:01:44 EDT
SPY 04/10/2023 00:00:00 EDT Put $402.00,SPY230410P00402000,Buy,Filled,2,2,@0.890,0.890,DAY,04/06/2023 10:56:29 EDT,04/06/2023 10:56:29 EDT
SPY 04/10/2023 00:00:00 EDT Put $402.00,SPY230410P00402000,Sell,Cancelled,0,1,@1.17,,DAY,04/06/2023 10:53:22 EDT,
SPY 04/10/2023 00:00:00 EDT Put $402.00,SPY230410P00402000,Sell,Filled,1,1,@0.780,0.780,DAY,04/06/2023 10:53:22 EDT,04/06/2023 11:01:44 EDT
SPY 04/10/2023 00:00:00 EDT Put $402.00,SPY230410P00402000,Buy,Filled,1,1,@0.870,0.870,DAY,04/06/2023 10:53:22 EDT,04/06/2023 10:53:22 EDT
SPY 04/10/2023 00:00:00 EDT Call $410.00,SPY230410C00410000,Sell,Filled,2,2,1.08,1.08,DAY,04/06/2023 10:30:05 EDT,04/06/2023 10:30:05 EDT
SPY 04/10/2023 00:00:00 EDT Call $410.00,SPY230410C00410000,Sell,Cancelled,0,2,@1.42,,DAY,04/06/2023 10:26:28 EDT,
SPY 04/10/2023 00:00:00 EDT Call $410.00,SPY230410C00410000,Sell,Cancelled,0,2,1.01,,DAY,04/06/2023 10:26:28 EDT,
SPY 04/10/2023 00:00:00 EDT Call $410.00,SPY230410C00410000,Buy,Filled,2,2,@1.09,1.09,DAY,04/06/2023 10:26:28 EDT,04/06/2023 10:26:28 EDT
SPY 04/10/2023 00:00:00 EDT Call $410.00,SPY230410C00410000,Sell,Filled,2,2,1.03,1.03,DAY,04/06/2023 10:25:09 EDT,04/06/2023 10:25:09 EDT
SPY 04/10/2023 00:00:00 EDT Call $410.00,SPY230410C00410000,Sell,Cancelled,0,2,@1.38,,DAY,04/06/2023 10:22:25 EDT,
SPY 04/10/2023 00:00:00 EDT Call $410.00,SPY230410C00410000,Sell,Filled,2,2,@1.01,1.01,DAY,04/06/2023 10:22:25 EDT,04/06/2023 10:39:43 EDT
SPY 04/10/2023 00:00:00 EDT Call $410.00,SPY230410C00410000,Buy,Filled,2,2,@1.06,1.06,DAY,04/06/2023 10:22:25 EDT,04/06/2023 10:22:26 EDT
SPY 04/10/2023 00:00:00 EDT Call $410.00,SPY230410C00410000,Sell,Cancelled,0,2,@1.44,,DAY,04/06/2023 10:21:25 EDT,
